name;category;year_published;designer;min_age;average_rating;users_rated;min_players;max_players;publisher
FITS;Abstract Strategy;2009;Reiner Knizia;8;6.61089;2717;1;4;Ravensburger Spieleverlag GmbH
Flames of War: Open Fire;Fighting;2009;(Uncredited);0;7.05789;57;2;2;Battlefront Miniatures Ltd
Malta!;Card Game;2010;Tim Mierzejewski;8;4.92554;139;2;6;Z-Man Games
Birds on a Wire;Animals;2009;Carey Grayson;8;5.28482;199;2;5;Eagle-Gryphon Games
Skip-Bo junior;Card Game;2003;(Uncredited);0;5.578;50;2;4;Mattel
Yvio: Freibeuter der Karibik;Adventure;2008;Alexander Pfister;10;6.7325;60;1;4;Public Solution GmbH
Incursion;Dice;2009;Jim Bailey;0;7.7055;329;2;2;Grindhouse Games
Tonga Island;Children's Game;2009;Stefan Dorra;6;6.21364;66;2;4;Ravensburger Spieleverlag GmbH
Bakong;Adventure;2009;Antoine Bauza;8;5.53477;483;2;6;Asmodee
Risk: Halo Wars Collector's Edition;Science Fiction;2009;Rob Daviau;12;6.2883;188;3;5;USAopoly
Too Many Monkeys;Animals;2009;Matthew A. Cohen;6;5.46202;104;2;6;Gamewright
Cartagena: Die Meuterei;Adventure;2009;Michael Rieneck;10;6.43204;206;2;4;Winning Moves Germany
Montego Bay;Transportation;2009;Michael Feldkötter;8;6.28318;547;2;4;Queen Games
Bürger, Baumeister & Co.;City Building;2009;Michael Schacht;8;6.04333;165;2;4;ABACUSSPIELE
MedWar Sicily;Wargame;2009;Richard H. Berg;10;6.46728;70;1;4;Worthington Games
Genial Spezial;Abstract Strategy;2009;Reiner Knizia;10;6.00957;162;2;4;KOSMOS
Bulge 20;Wargame;2009;Joseph Miranda;12;7.22535;71;2;2;Victory Point Games
Tuk-Tuk Taxi;Transportation;2009;Jukka Wäljas;7;4.97609;64;2;4;Tactic
Galaxy's Edge;Science Fiction;2009;Andrei Burago;10;6.14639;166;3;4;Assa Games
Case Yellow, 1940: The German Blitzkrieg in the West;Wargame;2011;Ted Raicer;0;7.06068;133;1;2;GMT Games
Clue: Secrets & Spies;Murder/Mystery;2009;(Uncredited);9;5.40254;177;2;6;Hasbro
King Philip's War;Renaissance;2010;John Poniske;0;6.99818;143;2;2;Multi-Man Publishing
Onexeno;Card Game;2008;Ray Lauzzana;7;5.97632;57;1;7;Penrose Press
Trafalgar;Dice;2009;Mark Latham;0;6.63137;51;2;2;Warhammer Historical Wargames Ltd
Down in Flames: WWII-Guns Blazing;Aviation / Flight;2010;Dan Verssen;12;6.88426;100;2;6;Dan Verssen Games (DVG)
First Orchard;Children's Game;2009;Anneliese Farkaschovsky;2;6.82574;338;1;4;HABA - Habermaaß GmbH
Scary Tales: Snow White vs. The Giant;Card Game;2009;Reiner Knizia;13;5.07923;148;2;2;Playroom Entertainment
Phantom Leader;Aviation / Flight;2010;Dan Verssen;12;7.54616;425;1;1;Dan Verssen Games (DVG)
Are You the Traitor?;Bluffing;2009;Andrew Looney;13;5.09709;633;4;10;Looney Labs
Struggle for the Galactic Empire;Science Fiction;2009;Joseph Miranda;14;6.8048;198;1;1;Decision Games (I)
Zulus on the Ramparts!;Post-Napoleonic;2009;Joseph Miranda;12;7.38172;605;1;1;Victory Point Games
Sushi Roll!;Dice;2009;Mike Richie;6;5.40855;117;3;8;Mindtwister USA
Adios Amigos;Action / Dexterity;2009;Momo Besedic;8;6.24509;597;2;4;Pegasus Spiele
Le Passe-Trappe Grande;Action / Dexterity;2008;(Uncredited);10;6.95167;96;2;2;Ferti
Minotaurus;Children's Game;2009;Cephas Howard;6;5.6248;624;2;4;LEGO
Epäillyt;Deduction;2009;Kimmo Sorsamo;9;5.67398;98;2;4;Competo / Marektoy
Eurobusiness;Economic;1983;(Uncredited);14;4.82932;295;2;5;Labo Market
Hotel Amsterdam;City Building;2009;Hans van Tol;8;5.882;75;2;4;The Game Master BV
All Things Zombie: Better Dead Than Zed!;Dice;2009;Ed Teixeira;12;7.54638;69;1;8;Two Hour Wargames (THW Game Design)
Scary Tales: Little Red vs. Pinocchio;Card Game;2009;Reiner Knizia;13;5.09853;170;2;2;Playroom Entertainment
Doctor Who: Solitaire Story Game;Movies / TV / Radio theme;2009;Simon Cogan;11;8.02692;266;1;1;(Web published)
Labyrinth: The Duel;Fantasy;2009;Marco Teubner;8;6.10451;113;1;2;Ravensburger Spieleverlag GmbH
Death Note Investigation Card Game;Card Game;2009;Giacomo Santopietro;14;6.45507;69;4;8;Trofé
Run Wild;Card Game;2009;Brad Carter;8;6.07544;57;2;4;Out of the Box Publishing
Inquisitio;Card Game;2009;Jani Rönkkönen;13;5.67578;128;3;5;Tuonela Productions Ltd.
Linwood;Adventure;2009;Shem Phillips;8;5.39067;75;2;6;Garphill Games
The Eagle and The Star;Bluffing;2009;Robert Żak;12;7.73073;96;2;4;Leonardo Games
We Didn't Playtest This Either;Card Game;2009;Chris Cieslik;12;6.04019;595;2;10;Asmadi Games
The Hell of Stalingrad;Card Game;2009;Steven Cunliffe;10;7.0422;241;1;4;Clash of Arms Games
Gemischtes Doppel;Card Game;2006;(Uncredited);16;5.54167;60;1;6;MeterMorphosen
Field Commander: Napoleon;Napoleonic;2011;Dan Verssen;12;7.80221;584;1;1;Dan Verssen Games (DVG)
RÖK;Action / Dexterity;2009;Thierry Chapeau;8;5.44969;162;2;5;Gigamic
Jackal;Exploration;2009;Dmitry Kibkalo;8;5.88142;113;2;4;Magellan
Iconica;Card Game;2008;Eric Torres;12;6.98696;69;2;4;(Self-Published)
Restaurant Row;Economic;2009;Greg Lam;12;6.56349;63;2;4;Pair-of-Dice Games
Trenches of Valor;Wargame;2009;Pelle Nilsson;13;6.48588;85;2;2;Victory Point Games
The Isle of Doctor Necreaux;Adventure;2009;Jonathan Leistiko;14;5.56284;571;1;5;Alderac Entertainment Group (AEG)
UNO Moo!;Animals;2008;Tyler Kenney;3;5.28246;114;2;4;Mattel
Martian Rails;Economic;2009;M. Robert Stribula;12;7.22318;299;2;6;Mayfair Games
Invasion from Outer Space: The Martian Game;Fighting;2010;Jason C. Hill;12;7.14781;770;2;6;Flying Frog Productions
Pressure Matrix;Science Fiction;2010;Jonathan Leistiko;10;4.49336;113;2;5;Alderac Entertainment Group (AEG)
Hagoth: Builder of Ships;Card Game;2010;Mike Drysdale;6;5.55372;148;2;4;Mayday Games
Myth: Pantheons;Card Game;2010;Brent Keith;10;5.59911;225;3;6;Alderac Entertainment Group (AEG)
Blitz! A World in Conflict;Wargame;2015;Dave LeLacheur;12;7.89388;98;1;5;Compass Games
Yomi;Bluffing;2011;David Sirlin;10;7.13856;2576;2;2;Sirlin Games
Yalu: The Chinese Counteroffensive in Korea: November 1950-May 1951 (second edition);Korean War;2010;John Hill (I);12;7.33456;72;1;2;Compass Games
Caesar's Gallic War;Ancient;2009;Daniel Berger (I);12;6.99524;103;2;2;Worthington Games
The BoardGameGeek Game;Bluffing;2009;Richard Breese;8;6.06353;564;3;6;R&D Games
Tomb: Cryptmaster;Adventure;2009;Brent Keith;13;6.61956;518;2;6;Alderac Entertainment Group (AEG)
Austerlitz 20;Napoleonic;2009;Kim Meints;12;7.07083;60;2;2;Victory Point Games
Politix;Card Game;2009;Touko Tahkokallio;10;5.77381;84;2;6;Onni Games
Delve: The Dice Game;Adventure;2009;Drew Chamberlain;0;6.47137;387;1;1;(Web published)
Delve the Card Game;Adventure;2009;Drew Chamberlain;0;6.02988;84;1;1;(Web published)
Trivial Pursuit: Team Edition;Party Game;2009;(Uncredited);12;5.72661;109;2;6;Hasbro
Ninja Burger: Secret Ninja Death Touch Edition;Card Game;2009;Steve Jackson (I);12;6.32857;133;3;6;Steve Jackson Games
Picket Duty: Kamikaze Attacks against U.S. Destroyers – Okinawa, 1945;Nautical;2013;Steve Dixon;0;6.79155;71;1;1;Legion Wargames LLC
Agricola Express;Dice;2009;Jesse McGatha;8;6.27327;104;1;4;(Web published)
Alcazar;City Building;2009;Wolfgang Kramer;10;6.08259;257;2;5;KOSMOS
Schinderhannes;Deduction;2009;Stephan Riedel;9;6.49869;153;1;4;Clicker Spiele
1914: Offensive à outrance;Wargame;2013;Michael Resch;0;7.99855;69;2;4;GMT Games
Pirate Code;Deduction;2009;Cephas Howard;8;5.08564;101;2;4;LEGO
Lava Dragon;Children's Game;2009;Cephas Howard;7;5.10256;195;2;4;LEGO
Monster 4;Children's Game;2009;Cephas Howard;7;5.18227;110;2;4;LEGO
Magikus;Children's Game;2009;Cephas Howard;6;4.51355;155;2;4;LEGO
Robo Champ;Children's Game;2009;Cephas Howard;6;4.55362;152;2;3;LEGO
Infinite City;City Building;2009;Brent Keith;10;6.22671;1642;2;6;Alderac Entertainment Group (AEG)
Gambit 7;Bluffing;2008;Dominic Crapuchettes;7;6.72354;509;3;21;Days of Wonder
High Frontier;Economic;2010;Phil Eklund;12;7.45552;1361;2;5;Sierra Madre Games
Win, Lose, or Banana;Card Game;2009;Chris Cieslik;4;5.43509;620;3;3;Asmadi Games
Shootin' Ladders: Frag Fest;Dice;2009;Curt Covert;13;5.93659;123;3;8;Smirk & Dagger Games
Yikerz!;Action / Dexterity;2009;(Uncredited);14;6.0737;270;1;4;Wiggles 3D
Soul Hunters;Card Game;2009;Ville Hankipohja;10;5.43621;58;2;4;Tuonela Productions Ltd.
Acqua Dolce;Animals;2009;Daniele Ragazzoni;6;6.11717;99;2;5;Giochix.it
Killer Bunnies REMIX;Animals;2009;Jeffrey Neil Bellinger;13;5.56985;190;2;8;Playroom Entertainment
Wazabi;Card Game;2008;Guilhem Debricon;8;5.79418;608;2;6;Gigamic
Billy Biber;Action / Dexterity;2009;Kai Haferkamp;4;5.23438;64;1;4;Ravensburger Spieleverlag GmbH
Risiko! Prestige;Wargame;1998;Spartaco Albertarelli;14;6.39106;123;3;6;Editrice Giochi
Black Cross/Blue Sky;Aviation / Flight;2010;John F. Stanoch;10;7.35873;63;1;6;Blue Sky Enterprises
Le Boomb!;Dice;2009;H. Jean Vanaise;6;4.39843;293;2;16;Mayfair Games
NichtLustig: Labor Chaos;Card Game;2009;Ivo Dekoning;8;5.37432;148;3;6;KOSMOS
Monopoly: Nightmare Before Christmas Collector's Edition;Economic;2009;(Uncredited);8;5.81552;58;2;6;USAopoly
Adaptoid;Abstract Strategy;2009;Néstor Romeral Andrés;8;6.99487;117;2;2;nestorgames
Hippos & Crocodiles;Abstract Strategy;2009;Néstor Romeral Andrés;6;6.39125;80;2;2;nestorgames
Mali Powstańcy: Warszawa 1944;Racing;2009;Filip Miłuński;8;6.58751;289;2;4;Egmont Polska
De Kolonisten van de Lage Landen;Negotiation;2009;Klaus Teuber;10;6.44908;163;3;5;999 Games
Aladdin's Dragons;Card Game;2009;Richard Breese;10;6.36929;198;2;5;R&D Games
Triumvirate;Ancient;2009;Travis Worthington;12;6.78315;699;2;2;Indie Boards & Cards
Wo war's?;Children's Game;2009;Roberto Fraga;7;5.48833;60;1;5;Ravensburger Spieleverlag GmbH
7;Fantasy;2009;Marcin Podsiadło;15;5.09634;134;2;7;Wolf Fang P.H.
Der HeidelBÄR;Card Game;2009;Frank Stark;10;6.43038;79;3;6;Heidelberger Spieleverlag
Adventure of D;Adventure;2010;Jack Darwid;0;6.82725;91;1;4;Jack Darwid Games
The d6 Shooters;American West;2009;Eric Herman Endres;10;6.47979;141;1;1;(Web published)
Mindflex;Action / Dexterity;2009;(Uncredited);8;4.95843;89;1;4;Mattel
Bravery in the Sand;Wargame;2009;Ginichiro Suzuki;0;7.23043;69;2;2;Multi-Man Publishing
The Arduous Beginning;Wargame;2009;Frank Chadwick;12;6.95871;62;1;2;Victory Point Games
Bacchus;Card Game;2009;Alessandro Zucchini;10;4.84145;76;3;5;Eagle-Gryphon Games
Space Hulk (third edition);Fighting;2009;Richard Halliwell;12;7.56644;5865;2;2;Games Workshop Ltd.
duck! duck! SAFARI!;Animals;2009;Kevin G. Nunn;6;6.0519;79;2;5;APE Games
Luna Llena: Full Moon;Adventure;2009;Servando Carballar;14;6.44859;198;2;7;Gen-X Games
Bisikle;Action / Dexterity;2009;Tonton Z;5;6.63429;487;1;4;CEPIA Games
Clue: The Office;Deduction;2009;Anthony E. Pratt;9;5.7527;74;3;6;USAopoly
MegaCorps;Economic;2009;Greg Costikyan;13;5.65673;245;3;6;Z-Man Games
Kingdom Death: Monster;Adventure;2015;Adam Poots;17;8.93184;1954;1;6;Kingdom Death
Ren Faire;Card Game;2009;Michelle Nephew;13;5.26531;98;2;4;Atlas Games
Mister X;Bluffing;2009;Gabriele Mari;10;6.66373;263;2;6;Ravensburger Spieleverlag GmbH
Warriors of Japan;Medieval;2016;Makoto Nakajima;10;6.98413;63;1;2;Multi-Man Publishing
Santa Timea;Card Game;2009;Dirk Liekens;10;5.34545;55;2;5;Argentum Verlag
Mosaix;Dice;2009;Christof Tisch;8;6.6168;520;1;4;Schmidt Spiele
Schwarzes Gold;Dice;2009;Bernhard Weber;8;6.325;50;2;4;Mücke Spiele
Namibia;Economic;2010;Brian Robson;12;6.29204;113;3;4;Mücke Spiele
Koplopers & Dwarsliggers;Trains;2009;Chislaine van den Bulk;10;6.35412;85;2;4;Giuoco
Zombiaki II: Attack on Moscow;Card Game;2010;Ignacy Trzewiczek;8;6.23932;510;2;2;Portal Games
Spearpoint 1943;Card Game;2010;Byron Collins;13;6.87477;222;2;2;Collins Epic Wargames
Insula;Adventure;2009;Radim Jurda;8;6.27065;92;2;5;Czech Board Games
Colonia;Economic;2009;Dirk Henn;12;6.60098;1042;3;6;Queen Games
BasketBoss;Economic;2009;Corné van Moorsel;10;6.45112;501;2;5;Cwali
Tricky Trek;Animals;2009;Corné van Moorsel;8;5.82582;91;2;5;Cwali
Kuhhandel Master;Animals;2009;Rüdiger Koltze;10;6.80925;661;2;6;Ravensburger Spieleverlag GmbH
El Paso;American West;2009;Stefan Dorra;10;6.20755;261;2;5;Zoch Verlag
Kajko i Kokosz: Wielki Wyścig;Children's Game;2009;Adam Kałuża;6;5.80882;51;3;5;Egmont Polska
Arena: Roma II;Ancient;2009;Stefan Feld;8;6.95689;1737;2;2;Queen Games
The Fires of Midway;Card Game;2010;Steven Cunliffe;0;7.4604;227;1;4;Clash of Arms Games
Darwinci;NA;2009;Martin Schlegel;9;5.76509;106;3;5;LudoArt Verlag
Granada;City Building;2009;Dirk Henn;8;6.9765;397;2;6;Queen Games
Appletters;Word Game;2009;Abe Nathanson;5;5.33897;136;2;6;Bananagrams
Truth Be Told;Party Game;2009;(Uncredited);12;6.09688;64;3;8;Buffalo Games
Lübeck;Card Game;2009;Reiner Stockhausen;8;5.57416;89;3;5;dlp games
Drakon (first edition);Adventure;2001;Tom Jolly;10;6.08636;99;2;6;Fantasy Flight Games
Sitting Ducks Deluxe;Animals;2009;Keith Meyers;10;6.25814;188;3;6;AMIGO Spiel + Freizeit GmbH
Diego Drachenzahn;Action / Dexterity;2009;Manfred Ludwig;5;6.08879;214;2;4;HABA - Habermaaß GmbH
Dark Darker Darkest;Adventure;2013;David Ausloos;12;6.50845;708;2;5;Queen Games
Upwords Deluxe;Word Game;2007;Elliot Rudell;8;5.69516;62;2;4;Parker Brothers
Battle Merchants;Economic;2014;Gil Hova;10;6.87923;260;2;4;Minion Games
A Week In Hell: The Battle of Hue;Modern Warfare;2010;Laurent Guenette;12;7;119;1;1;Battles Magazine
Ants!;Animals;2009;Theodore Aitken;8;6.06583;218;2;6;Twisted Winds Ltd
Race for Berlin: The Final Struggle;Wargame;2010;François-Xavier Euzet;0;7.08621;87;2;2;Battles Magazine
Mummy's Treasure;Ancient;2009;Marco Teubner;5;6.5628;125;2;4;HABA - Habermaaß GmbH
Pairs in Pears;Word Game;2009;Abe Nathanson;6;5.19324;111;2;4;Bananagrams
Rallyman;Racing;2009;Jean-Christophe Bouvier;9;7.25926;1928;1;4;Rallyman
VerTIPPT nochmal!;Deduction;2009;Reinhard Staupe;14;6.07647;51;3;6;Heidelberger Spieleverlag
Phase 10 Master;Card Game;2008;Susanne Armbruster;10;5.49067;268;2;6;Ravensburger Spieleverlag GmbH
My Kind of Town;Abstract Strategy;2010;Chad Ellis;6;6.3875;64;2;2;Your Move Games
Zombie State: Diplomacy of the Dead;Industry / Manufacturing;2010;John Werner;13;6.54927;729;2;5;Zombie State Games
Unconditional Surrender! World War 2 in Europe;Wargame;2014;Salvatore Vasta;14;8.34403;352;2;3;GMT Games
Disney Apples to Apples;Card Game;2009;Matthew Kirby;7;5.82504;135;4;8;Mattel
Circus Train (First Edition);Economic;2010;Tom Decker;10;7.00905;105;1;2;Victory Point Games
Aspern-Essling 1809;Napoleonic;2009;Frédéric Bey;0;7.93207;92;1;2;Vae Victis
Urban Sprawl;City Building;2011;Chad Jensen;12;6.78389;1790;2;4;GMT Games
Commands & Colors: Napoleonics;Napoleonic;2010;Richard Borg;14;7.96732;1805;2;2;GMT Games
Infidel;Medieval;2011;Richard H. Berg;0;7.41508;250;2;2;GMT Games
Iron and Oak;American Civil War;2013;James M. Day;12;6.89431;123;2;2;GMT Games
Mâamut;Prehistoric;2009;Alain Epron;10;5.11475;61;2;4;Krok Nik Douil editions
Viewpoint;Bluffing;2009;Sean Carroll (I);7;5.92644;59;2;6;93 Made Games
Funglish;Word Game;2009;(Uncredited);12;5.65755;257;3;99;Hasbro
Tumblin-Dice Medium;Action / Dexterity;2008;Randy Nash;6;7.18315;108;2;6;Ferti
JAB: Realtime Boxing;Card Game;2011;Gavan Brown;10;6.3387;938;2;2;Tasty Minstrel Games
None But Heroes;American Civil War;2011;Dean Essig;15;8.10526;95;2;2;Multi-Man Publishing
Patrol: Lost!;Dice;2009;Felbrigg Herriot;12;6.95937;64;2;2;(Public Domain)
Corporation;Abstract Strategy;2009;Eric Solomon;10;7.0451;51;1;4;nestorgames
Undermining;Science Fiction;2011;Matt Tolman;8;6.46964;687;2;5;Z-Man Games
Three-Dragon Ante: Emperor's Gambit;Card Game;2010;Rob Heinsoo;12;6.68303;442;2;6;Wizards of the Coast
The World Cup Card Game 2010;Card Game;2010;Shaun Derrick;10;6.30661;242;2;8;Games for the World
Word on the Street Junior;Children's Game;2010;Jack Degnan;8;6.84192;120;2;8;Out of the Box Publishing
Shake 'n Take;Real-time;2011;Keith Meyers;8;5.96515;66;2;10;Out of the Box Publishing
Irondale;Card Game;2010;John Clowdus;0;5.94586;157;2;4;Small Box Games
Shave a Sheep;Children's Game;2010;Jesper C. Nielsen;5;5.46131;229;2;4;LEGO
Magma Monster;Exploration;2010;Bastiaan Brederode;7;5.39275;69;3;4;LEGO
Pirate Plank;Negotiation;2010;Cephas Howard;7;5.43269;130;2;4;LEGO
Lasalle;Miniatures;2009;Sam A. Mustafa;0;7.3434;53;2;2;Sam Mustafa Publishing LLC
Level X;Abstract Strategy;2010;Stefan Risthaus;8;6.3758;436;2;4;Schmidt Spiele
SWAT!;Animals;1998;Reiner Knizia;7;5.988;165;2;7;Eagle-Gryphon Games
Star Wars R2-D2 is in Trouble;Children's Game;2009;Will Creech;5;4.56944;90;2;4;Hasbro
Wampum;Card Game;2010;Jeffrey D. Allers;10;5.80468;109;2;5;Pegasus Spiele
Sticht oder Nicht;Card Game;2010;Thomas Nezold;8;5.94717;53;3;6;Pegasus Spiele
Sorry! Revenge Card Game;Card Game;2009;Eamon Bloomfield;6;5.56757;202;2;4;Hasbro
Road Kill Rally;Fighting;2010;Daniel A. George (I);12;6.47144;813;3;6;Z-Man Games
Flash Duel;Card Game;2010;David Sirlin;0;6.73725;309;2;2;Sirlin Games
Nuns on the Run;Bluffing;2010;Fréderic Moyersoen;10;6.55976;3196;2;8;Mayfair Games
Ablaze!;Abstract Strategy;2010;Heinrich Glumpler;10;6.08078;245;1;4;Mayfair Games
Defenders of the Realm;Adventure;2010;Richard Launius;13;7.39129;4541;1;4;Eagle-Gryphon Games
Sumo Ham Slam;Action / Dexterity;2010;Mary Jo Reutter;8;5.68004;201;2;4;Gamewright
Order's Up!;Dice;2010;Myles Christensen;6;5.46731;52;2;6;Gamewright
Take the Cake;Children's Game;2010;Anja Wrede;4;5.47426;68;2;4;Gamewright
Hornet Leader: Carrier Air Operations;Aviation / Flight;2010;Dan Verssen;12;7.95586;608;1;1;Dan Verssen Games (DVG)
Flicochet;Action / Dexterity;2010;Phil Walker-Harding;6;6.99367;79;2;6;Adventureland Games
Bumbesi;Animals;2010;Klaus Kreowski;8;5.91254;130;3;6;Ravensburger Spieleverlag GmbH
Dragon's Ordeal;Adventure;2009;Mateusz Rakowski;12;5.85652;69;2;6;Raku Games
Seven Card Samurai;Card Game;2010;Mike Richie;9;5.53087;149;2;8;Mindtwister USA
Don Quixote;Medieval;2010;Reinhard Staupe;8;6.06437;558;1;4;Pegasus Spiele
Scary Tales: Prince Charming vs. Hansel;Card Game;2010;Reiner Knizia;13;5.816;50;2;2;Playroom Entertainment
The Lost Cause;American Civil War;2010;Hans von Stockhausen;14;7.44789;95;1;1;Victory Point Games
Q•bitz;Abstract Strategy;2009;Peggy Brown;8;6.06159;151;2;4;MindWare
New York;City Building;2011;Dirk Henn;8;6.65488;406;2;6;Queen Games
It Happens..;Dice;2010;Stefan Feld;8;6.24592;815;2;5;Queen Games
U-Build Monopoly;Economic;2010;(Uncredited);8;5.30048;252;2;6;Hasbro
Souvlaki Wars;Card Game;2011;Vangelis Bagiartakis;10;6.46567;335;2;4;Kaissa Chess & Games
Queen's Ransom;Card Game;2010;Kevin L. Jones;10;5.75574;263;2;5;Z-Man Games
GOSU;Card Game;2010;Kim Satô;10;6.61998;2322;2;4;Moonster Games
Just4Fun Colours;Card Game;2010;Jürgen P. Grunau;8;5.50717;237;2;4;KOSMOS
Killer Bunnies and the Ultimate Odyssey;Card Game;2010;Jeffrey Neil Bellinger;13;5.3069;84;2;6;Playroom Entertainment
Grave Robbers III: Suburban Slashers from Sunnydale Street;Card Game;2009;Stephen Tassie;13;6.35659;61;2;6;Z-Man Games
Safranito;Action / Dexterity;2010;Marco Teubner;10;6.93417;1055;2;4;Zoch Verlag
Schlag den Raab: Das Spiel;Action / Dexterity;2010;Max Kirps;12;6.34301;103;2;6;Ravensburger Spieleverlag GmbH
The Dark Valley;Wargame;2013;Ted Raicer;0;7.8932;197;1;2;GMT Games
The Last of the Independents;Card Game;2010;Patrick Stevens;12;6.35584;77;2;6;Numbskull Games
MERCS;Miniatures;2010;Brian Shotton;12;7.53226;93;2;10;MegaCon Games
VeloCity;Racing;2010;Kevin G. Nunn;8;5.79417;120;3;7;ABACUSSPIELE
Frutti di Mare;Animals;2009;Simone Luciani;6;5.80182;55;2;6;Piatnik
Water Lily;Abstract Strategy;2010;Dominique Ehrhard;7;6.58911;354;2;4;GameWorks SàRL
The Coming Storm;Napoleonic;2010;Kevin Zucker;0;7.98928;97;2;2;OSG (Operational Studies Group)
Armorica;Ancient;2010;Eric B. Vogel;12;6.50349;215;2;4;Vainglorious Games
Hey Waiter!;Card Game;2010;Anthony Rubbo;13;6.30405;262;2;4;R&R Games
Monsterpocalypse: Voltron – Defender of the Universe Battle Game;Fighting;2010;(Uncredited);10;7.03404;94;2;2;Privateer Press
D-Day at Tarawa;Wargame;2014;John H. Butterfield;0;8.27527;184;1;1;Decision Games (I)
D-Day at Peleliu;Wargame;2015;John H. Butterfield;12;8.34086;93;1;2;Decision Games (I)
Way of the Dragon;Dice;2010;Néstor Romeral Andrés;7;5.85537;121;2;5;nestorgames
Scrabble Flash;Electronic;2010;(Uncredited);8;5.83432;286;1;4;Hasbro
Offerings;Ancient;2010;Cédric Lefebvre;10;6.45318;255;3;5;Ludonaute
Piou Piou;Animals;2009;Thierry Chapeau;5;6.66884;69;2;5;Djeco
Colonialism;Bluffing;2013;Scott W. Leibbrandt;12;6.85404;235;2;4;Spielworxx
Puzzle Strike;Card Game;2010;David Sirlin;8;6.7562;1761;2;4;Sirlin Games
Gold Mine;Exploration;2010;Chris James (I);8;5.92789;204;2;6;Stratus Games
Toe-to-Toe Nu'klr Combat with the Rooskies;Modern Warfare;2010;Chris Taylor;13;6.48238;122;1;1;Victory Point Games
Catchup;Abstract Strategy;2010;Nick Bentley;10;7.664;85;2;2;(Web published)
Loot and Scoot;Exploration;2010;Chris Taylor;10;5.84054;74;2;4;Victory Point Games
FAB: Sicily;Wargame;2011;Rick Young;12;7.38525;200;2;2;GMT Games
No Retreat! The Russian Front;Wargame;2011;Carl Paradis;12;7.83472;1030;1;2;GMT Games
Trenchzone;Wargame;2010;Glen Kehoe;14;7.61;60;2;2;(Self-Published)
Storming the Reich;Wargame;2010;Ted Raicer;0;7.29795;55;2;2;Compass Games
Enemy Action: Ardennes;Wargame;2015;John H. Butterfield;0;8.75802;187;1;2;Compass Games
Boots on the Ground;Modern Warfare;2010;Sean Cooke;10;6.35152;135;1;3;Worthington Games
Flee The Scene;Trains;2015;Shem Phillips;8;6.8277;74;2;5;Garphill Games
Arvuutin;Trivia;2010;Touko Tahkokallio;8;6.76508;63;2;8;Onni Games
Bloody April, 1917: Air War Over Arras, France;Aviation / Flight;2012;Terry Simo;0;7.31883;154;1;2;GMT Games
Show Business;Economic;2010;Grzegorz Majewski;13;6.78406;69;2;5;SINONIS
Operation Dauntless: The Battles for Fontenay and Rauray, France, June 1944;Wargame;2016;Mark Mokszycki;12;7.94904;104;2;2;GMT Games
Phase 10: Das Brettspiel;Card Game;2010;Susanne Armbruster;10;5.55382;131;2;6;Ravensburger Spieleverlag GmbH
Scrabble Trickster;Word Game;2010;(Uncredited);10;6.08679;53;2;4;Mattel
Panzer General: Russian Assault;Wargame;2010;Chuck Kroegel;10;5.94396;91;1;2;Petroglyph
Good Help;NA;2010;Sean Scott Garrity;12;6.64493;69;3;6;Baksha Games
Aliens: This Time It's War;Card Game;2010;Mark Chaplin;18;7.62379;184;2;2;(Self-Published)
Ticked Off;Party Game;2011;Ted Alspach;13;5.71364;77;3;10;R&R Games
Arriala: Canal de Garonne;City Building;2010;Florian Fay;8;6.55435;138;2;4;Ludocom
Cruel Necessity;Civil War;2013;John Welch;13;7.63152;468;1;1;Victory Point Games
Tonkin: The Indochina war 1950-54 (second edition);Vietnam War;2012;Kim Kanger;0;7.70455;88;2;2;Legion Wargames LLC
Trollland;Bluffing;2010;Bruno Cathala;10;6.15326;92;2;5;Ludocortex
Monopoly: Nintendo Collector's Edition;Economic;2010;(Uncredited);8;5.4439;82;2;6;USAopoly
UNO MOD;Card Game;2010;(Uncredited);7;5.91905;63;2;10;Mattel
Hanabi & Ikebana;Card Game;2010;Antoine Bauza;8;7.51719;608;2;5;Les XII Singes
Ingenious Challenges;Abstract Strategy;2010;Reiner Knizia;14;5.90292;408;2;4;Fantasy Flight Games
CUPONK;Action / Dexterity;2010;Dan Sanfilippo;6;5.27161;85;1;1;Hasbro
Kuni Tori!;Card Game;2010;Ginichiro Suzuki;12;6.95727;55;2;6;Arclight
Back to the Future: The Card Game;Card Game;2010;Andrew Looney;11;5.84867;997;2;6;Looney Labs
Conquest of Planet Earth: The Space Alien Game;Horror;2010;Jason C. Hill;12;6.96431;1374;1;4;Flying Frog Productions
Na Grunwald: rycerze króla Jagiełły;Medieval;2010;Filip Miłuński;10;6.70598;159;2;4;Egmont Polska
Tori;NA;2010;Kimmo Sorsamo;10;6.46307;88;2;4;Competo / Marektoy
Dragon Rampage;Dice;2012;Richard Launius;13;6.48455;466;3;5;Eagle-Gryphon Games
Bridgetown Races;Racing;2010;Carey Grayson;13;6.24611;108;2;4;Eagle-Gryphon Games
Totemo;Abstract Strategy;2010;Tony Boydell;6;6.78098;163;2;4;Surprised Stare Games Ltd
Le Lion et l'Epée;Medieval;2010;Frédéric Bey;0;7.52925;67;2;2;Vae Victis
Into the Bastards!: First tank battle;Wargame;2011;Nicolas Rident;0;7.38175;63;2;2;Battles Magazine
